FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
19921,2024,6,876055,87021007,2000,C,F,F,W,A,50,0,0.175,8,0,99.9,2.5,282.7894,SW 87 AVE/NB,SR-878/EB,87,Miami-Dade,6,282.78943924847
19922,2024,4,867643,86033500,19700,F,F,F,F,F,1615,0.944,1.425,9,0,55,8.2,773.4633,SE 17 ST,SR-736/DAVIE BLVD,86,Broward,4,773.463262235667
19923,2024,5,750294,75020000,27500,F,F,F,F,1,1568,7.621,10.498,9,0,52.9,5.7,4630.151,N/A,75020001 SB ON,75,Orange,5,4630.15101438982
19924,2024,6,876292,87260519,2200,F,F,F,W,1,156,0,0.011,8,0,99.9,7.1,17.3324,NW 7 AVE EXT,SR-7/US 441,87,Miami-Dade,6,17.3323521725398
19925,2024,6,872042,87270902,38500,C,F,F,W,A,1579,9.692,10.612,9,0,99.9,4.1,1480.0686,N/A,N/A,87,Miami-Dade,6,1480.06862435763
19926,2024,5,758255,75021501,8200,S,F,F,F,F,443,0,0.749,9,0,52.9,5.4,1204.6507,CURRY FORD RD,LAKE COMO CIR,75,Orange,5,1204.65069753165
19927,2024,5,797044,79130000,5200,S,F,F,F,2,135,4.238,5.24,9,0,57.7,2.6,1614.1279,N/A,N/A,79,Volusia,5,1614.12787787878
19928,2024,5,750031,75000484,12700,C,F,F,F,A,432,0,0.077,9,0,52.9,3.4,122.8818,DESOTO AVE,GOLDENROD RD,75,Orange,5,122.881813536632
19929,2024,5,700379,70180000,15300,C,F,F,F,F,367,3.102,5.384,9,0,53.8,2.4,3674.8542,BABCOCK ST,N/A,70,Brevard,5,3674.85422173048
19930,2024,6,876057,87021009,7100,C,F,F,W,A,178,0,0.126,8,0,99.9,2.5,203.4273,SR-878/EB,SW 72 AVE,87,Miami-Dade,6,203.427267838222
19931,2024,4,867466,86028000,45500,C,F,F,F,1,1092,0.953,1.684,9,0,53.7,2.4,1177.4397,RIVERSIDE DR,ROCK ISLAND RD,86,Broward,4,1177.43970482808
19932,2024,3,555012,55010000,28000,F,F,F,F,F,1596,8.583,8.883,9,0,66.1,5.7,482.0526,N MLK BLVD,CR-158/THARPE ST,55,Leon,3,482.052585672091
19933,2024,5,798105,79000132,6200,S,F,F,F,2,595,0,2.482,9,0,57.7,9.6,3990.7316,OLD MISSION RD,S RIVERSIDE DR,79,Volusia,5,3990.73162635725
19934,2024,6,872044,87270901,32000,C,F,F,W,A,1056,2.404,7.903,9,0,99.9,3.3,8847.1276,N/A,Bridge No-870952,87,Miami-Dade,6,8847.12759786686
19935,2024,3,555096,55670500,7700,F,F,F,F,A,270,0.86,1.906,9,0,66.1,3.5,1691.2932,MOON LN,CR-0356,55,Leon,3,1691.29316172618
19936,2024,4,864180,86075087,1900,F,F,F,W,F,135,0,0.039,8,0,99.9,7.1,64.3986,I-75 EXPRESS NB,I-75 NB,86,Broward,4,64.3985924734191
19937,2024,4,860488,86016000,47000,C,F,F,F,2,1269,1.255,2.161,9,0,53.7,2.7,1458.1341,DAVIE RD EXT,N/A,86,Broward,4,1458.13414109161
19938,2024,5,798145,79000281,950,E,F,F,F,F,64,0,1.023,9,0,57.7,6.7,1624.7305,SR-44/W NEW YORK AVE,PLYMOUTH AVE,79,Volusia,5,1624.73053968912
19939,2024,4,860306,86030005,7492,C,A,A,A,A,172,0,0.123,9,0,99.9,2.3,189.4771,NB SR-A1A/OCEAN DR,86040002 WB ON,86,Broward,4,189.477073834194
19940,2024,3,550300,55040000,9765,C,A,A,A,A,850,0,2.734,9,0,70.1,8.7,4401.0844,WAKULLA CO LINE,CR-2192/NATURAL BRG,55,Leon,3,4401.08441379293
19941,2024,2,720561,72060000,12700,C,F,F,F,A,432,2.252,6.224,9,0,54.9,3.4,6387.3102,NEW BERLIN RD,PARK AVE,72,Duval,2,6387.31023042941
19942,2024,3,560007,56040000,3000,F,F,F,F,1,489,26.86,30.069,9.5,0,60.7,16.3,5170.7649,NE CR-67,SR-20,56,Liberty,3,5170.76490028131
19943,2024,4,864147,86075067,950,F,F,F,W,F,78,0,0.253,9.5,0,99.9,8.2,410.0011,SB SNAKE RD,NB I-75/SR-93,86,Broward,4,410.001091005222
19944,2024,5,798000,79000147,17500,S,F,F,F,F,1243,0,1.019,9,0,57.7,7.1,1637.0031,DIVISION AVE,S VOLUSIA AVE,79,Volusia,5,1637.00305916487
19945,2024,5,798233,79000335,1850,F,F,F,F,1,185,0.072,1.345,9,0,57.7,10,2051.1124,CATHRINE AVE,RIVERSIDE DR,79,Volusia,5,2051.11242393678
19946,2024,5,790207,79070000,28000,S,F,F,F,2,1148,29.156,30.502,9,0,57.7,4.1,2160.8615,PALMETTO ST,S PENINSULA AVE,79,Volusia,5,2160.86149739784
19947,2024,6,876294,87260537,16000,F,F,F,W,1,816,0,0.149,8,0,99.9,5.1,240.4908,NW 25 ST,SR-826/SB,87,Miami-Dade,6,240.490750777732
19948,2024,5,792013,79110070,4700,S,F,F,W,F,597,0,0.274,9,0,99.9,12.7,440.5256,I-4 / SR 400 WB,79002111 NB CD,79,Volusia,5,440.525598728807
19949,2024,5,758259,75024501,7500,F,F,F,F,1,705,1.754,2.26,9,0,52.9,9.4,811.8243,DIXIE BELLE DR,SEMORAN BLVD,75,Orange,5,811.824333244124
19950,2024,5,790437,79120000,23500,F,F,F,F,1,2139,4.746,6.209,9,0,57.7,9.1,2354.4457,CR-4162/DOYLE RD,CR-4145/HOWLAND BLVD,79,Volusia,5,2354.44574669346
19951,2024,5,758467,75000464,9000,C,F,F,F,F,405,0,1.449,9,0,52.9,4.5,2327.2953,TERRA VISTA WAY,HUNTERS CREEK BLVD,75,Orange,5,2327.29529601298
19952,2024,5,700372,70220000,101500,F,F,F,F,1,11673,20.691,23.566,9,0,52.4,11.5,4626.8583,Bridge No-700209,Bridge No-700941,70,Brevard,5,4626.85832304518
19953,2024,5,977009,75473009,250,C,F,F,W,F,40,0,0.164,8,0,99.9,16,262.7271,75473008 RAMP,REEDY CREEK RD,75,Orange,8,262.727055505743
19954,2024,4,869604,86025501,10400,F,F,F,F,F,853,0.488,1.52,9,0,55,8.2,1659.0747,SUNRISE BLVD/SR-838,TENNIS CLUB DR,86,Broward,4,1659.07466807198
19955,2024,6,878257,87013000,50500,F,F,F,F,F,8484,1.382,2.887,9,0,54.9,16.8,2424.3213,NE 10 AVE,NE 20 AV,87,Miami-Dade,6,2424.32125798552
19956,2024,4,861455,86070902,17250,E,F,F,F,F,1673,20.542,21.277,9,0,99.9,9.7,1182.8812,N/A,Bridge No-860576,86,Broward,4,1182.88115761371
19957,2024,5,798068,79000088,5800,S,F,F,F,F,389,0,2.274,9,0,57.7,6.7,3654.5477,END OF BRIDGE 790079,HANGAR WY,79,Volusia,5,3654.54772200978
19958,2024,6,876369,87281223,1200,F,F,F,W,1,64,0,0.152,9,0,99.9,5.3,241.9419,NW 42 AVE/NB,SOUTH RIVER DR,87,Miami-Dade,6,241.941945116283
19959,2024,5,708071,70000215,8400,C,F,F,F,1,806,0,0.872,9,0,53.8,9.6,1417.7196,MINTON RD,BRIDGE 700188,70,Brevard,5,1417.71955939797
19960,2024,5,757024,75024501,10900,C,F,F,F,A,283,0.747,1.754,9,0,52.9,2.6,1615.6224,SR-15/CONWAY RD,DIXIE BELLE DR,75,Orange,5,1615.6224294123
19961,2024,5,790477,79180000,13100,F,F,F,F,1,1493,1.239,2.273,9,0,57.7,11.4,1663.9779,DUNLAWTON BLVD,VAN AVE,79,Volusia,5,1663.9779214608
19962,2024,3,553052,55002000,17400,F,F,F,F,1,1444,3.524,4.848,9,0,66.1,8.3,2132.6834,CR-2203/SPRINGHILL R,AIRPORT,55,Leon,3,2132.68343283034
19963,2024,2,720827,72240000,14100,C,F,F,F,F,479,0,0.992,9,0,53.9,3.4,1597.706,SR-101/ MAYPORT RD,SR-116/WONDERWOOD RD,72,Duval,2,1597.70597380108
19964,2024,5,758284,75506502,17900,E,F,F,F,F,967,0,4.068,9,0,52.9,5.4,6545.6439,LK HANDCOCK RD,CR 535/WINTERGD VINL,75,Orange,5,6545.64391723648
19965,2024,4,869677,86028000,41000,F,F,F,F,F,1435,8.135,8.488,9,0,55,3.5,568.5569,NE 3 AVE,SR-811/DIXIE HWY,86,Broward,4,568.55685334462
19966,2024,3,550035,55020000,5000,F,F,F,F,F,330,16.265,19.323,9.5,0,66.1,6.6,4923.9574,N/A,JEFFERSON CO LINE,55,Leon,3,4923.95737315561
19967,2024,6,876428,87270902,17500,C,F,F,W,A,385,0,1.972,9,0,99.9,2.2,3172.3648,DADE/BROWARD CO LINE,N/A,87,Miami-Dade,6,3172.36480255483
19968,2024,3,560100,56010000,4800,C,F,F,F,A,763,2.955,12.506,9.5,0,60.7,15.9,15387.9195,CR-379/HOECAKE RD,SR-65,56,Liberty,3,15387.9194524312
19969,2024,4,864122,86075045,21000,C,F,F,W,A,1932,0,1.139,8,0,99.9,9.2,1830.4474,I-75 NB,N/A,86,Broward,4,1830.44740298707
19970,2024,5,798109,79000137,600,F,F,F,F,1,40,0,1.661,9,0,57.7,6.7,2680.9058,TURNBULL BAY RD,US-1/SR-5/N DIXIE,79,Volusia,5,2680.90582134057
19971,2024,5,797041,79000267,3900,S,F,F,F,2,176,0,1.25,9,0,57.7,4.5,1950.1842,W BERESFORD RD,W EUCLID AVE,79,Volusia,5,1950.18419622205
19972,2024,6,870559,87019000,43000,C,F,F,F,F,3182,1.716,2.74,9,0,54.9,7.4,1647.0561,FR 87260600/NW 167ST,SR 860/NW 183 ST,87,Miami-Dade,6,1647.05608169146
19973,2024,6,876375,87300504,1200,F,F,F,W,1,115,0,0.223,8,0,99.9,9.6,358.1452,SR-823/NW 57 AVE/RED,EB SR-924,87,Miami-Dade,6,358.145176355433
19974,2024,4,861504,86070903,28000,C,F,F,F,2,308,0,6.4,9,0,99.9,1.1,10229.9173,BEGIN OF SECTION,N/A,86,Broward,4,10229.9173244455
19975,2024,5,798073,79000093,1850,E,F,F,F,F,124,0,0.235,9,0,57.7,6.7,377.8366,US-1/SR-5/RIDGEWOOD,BEACH ST,79,Volusia,5,377.836648113551
19976,2024,5,708078,70000240,4000,E,F,F,F,F,180,0,1.664,9,0,53.8,4.5,2669.367,MINTON RD,EMERSON DR,70,Brevard,5,2669.36699895279
19977,2024,5,758266,75032500,29500,S,F,F,F,F,1593,0,2.948,9,0,52.9,5.4,4660.8936,APOPKA VINELAND RD,N/A,75,Orange,5,4660.89363421763
19978,2024,5,790458,79190000,19300,F,F,F,F,F,1293,0,1.434,9,0,57.7,6.7,2310.2414,US-1,SPRUCE CREEK RD,79,Volusia,5,2310.24141114756
19979,2024,5,797074,79000154,15800,F,F,F,F,1,632,1.854,2.604,9,0,57.7,4,1207.094,CRANE LAKES BLVD,SUMMER TREES RD,79,Volusia,5,1207.09395276738
19980,2024,2,724401,72160003,2800,C,F,F,W,F,42,0,0.086,9,0,99.9,1.5,137.0983,UP # 720575,GORE AT SR-13 SB,72,Duval,2,137.098348986366
19981,2024,2,729196,72210500,4200,X,F,F,F,F,84,0,1.186,9,0,54.9,2,1906.0924,US 90/SR-10/BEAVER,OLD PLANK,72,Duval,2,1906.09244408961
19982,2024,6,878240,87000537,22500,E,F,F,F,F,1035,0,1.001,9,0,52.7,4.6,1613.5516,SW 120 ST,SW 104 ST,87,Miami-Dade,6,1613.55164514511
19983,2024,4,860136,86030000,11700,C,F,F,F,2,702,5.478,6.686,9,0,55.8,6,1949.1271,N/A,N/A,86,Broward,4,1949.12712821032
19984,2024,3,555026,55020000,27000,F,F,F,F,A,729,0.509,1.128,9,0,66.1,2.7,996.7908,CR-1555/FRANKLIN BLV,SR-265/MAGNOLIA DR,55,Leon,3,996.790819489295
19985,2024,2,720006,72190000,44000,C,F,F,F,F,748,13.568,14,9,0,53.9,1.7,693.1796,N/A,N/A,72,Duval,2,693.179580763642
19986,2024,5,758298,75525000,63500,C,F,F,F,F,3429,0,2.266,9,0,52.9,5.4,3651.4833,75514008 EB OFF,END BRIDGE 756011,75,Orange,5,3651.48334291418
19987,2024,6,878245,87000603,31500,F,F,F,F,F,5292,1.014,2.094,9,0,54.9,16.8,1747.7129,NW 127 AVE,RAMP 87471541,87,Miami-Dade,6,1747.71286439575
19988,2024,5,708083,70000367,2000,C,F,F,F,A,62,0,3.053,9.5,0,53.8,3.1,4919.1102,VALKARIA RD,MALABAR RD,70,Brevard,5,4919.11018215514
19989,2024,5,755132,75030000,32000,S,F,F,F,2,1120,7.767,8.744,9,0,52.9,3.5,1572.335,N/A,SEMINOLE CO LINE,75,Orange,5,1572.33499636204
19990,2024,4,862015,86075902,4700,E,F,F,F,F,334,0,1.337,9,0,99.9,7.1,2151.7659,148' N OF INDIAN TRA,N/A,86,Broward,4,2151.76586449118
19991,2024,2,720034,72190000,27000,C,F,F,F,F,459,2.223,2.862,9,0,54.9,1.7,1025.4626,N/A,N/A,72,Duval,2,1025.46256888083
19992,2024,5,752355,75514006,6800,C,F,F,W,F,190,0,0.399,9,0,99.9,2.8,632.5238,OSCEOLA PKWY MP 1128,ACC ROAD WB WORLDDR,75,Orange,5,632.523818329403
19993,2024,6,878579,87000550,8100,C,F,F,F,A,211,0,0.489,9,0,52.7,2.6,788.1992,W FLAGLER ST,NW 7 ST,87,Miami-Dade,6,788.1991847769
19994,2024,4,860446,86020000,39500,C,F,F,F,A,1975,1.937,2.981,9,0,55.8,5,1679.1098,N/A,N/A,86,Broward,4,1679.109842396
19995,2024,4,865166,86030000,25000,C,F,F,F,1,300,2.567,4.087,9,0,55.8,1.2,2452.6658,SR-820/HOLLYWOOD BLV,N/A,86,Broward,4,2452.66575598252
19996,2024,3,550035,55020000,5000,F,F,F,F,F,330,14.832,15.635,9.5,0,66.1,6.6,1292.8768,CR-59/VETERANS MEMOR,N/A,55,Leon,3,1292.8767989127
19997,2024,5,758405,75000504,20800,C,F,F,W,F,936,0,0.671,9,0,99.99,4.5,1078.0142,FROM AVALON PARK E B,AVALON PARK S BLVD,75,Orange,5,1078.01423278968
19998,2024,5,705153,70100000,18400,C,F,F,F,1,515,16.163,16.316,9,0,53.8,2.8,246.2747,BELT RD,N ATLANTIC AVE,70,Brevard,5,246.274683182082
19999,2024,6,872546,87017000,17500,C,F,F,F,F,630,0,0.145,9,0,99.9,3.6,233.1185,SW 1 AVE,SOUTH MIAMI AVE,87,Miami-Dade,6,233.118451334115
20000,2024,3,553036,55002000,27000,F,F,F,F,A,2241,7.276,8.074,9,0,66.1,8.3,1285.3282,N/A,SR-20/BLOUNTSTOWN HW,55,Leon,3,1285.32815427828
20001,2024,5,790004,79090000,3600,C,F,F,F,A,252,0,0.153,9,0,99.9,7,246.2882,US-17/SR-15,GLENWOOD RD,79,Volusia,5,246.288208471332
20002,2024,5,797029,79000098,8300,S,F,F,F,2,523,1.13,1.978,9,0,57.7,6.3,1364.6087,SR-5A/NOVA RD,GRAHAM ST,79,Volusia,5,1364.6087236938
20003,2024,6,876417,87281231,3000,C,F,F,W,A,204,0,0.277,9,0,99.9,6.8,447.2756,RAMP 87281233,NB NW 42 AVE,87,Miami-Dade,6,447.275639998286
20004,2024,6,878559,87000508,18100,F,F,F,F,F,1701,0,1.968,9,0,52.7,9.4,3167.9644,SW 344 ST,SW 312 ST/NW 8 ST,87,Miami-Dade,6,3167.96435654189
20005,2024,5,750002,75020000,24000,C,F,F,F,A,2400,17.285,18.687,9,0,52.9,10,2256.2774,N/A,N/A,75,Orange,5,2256.27739834897
20006,2024,5,708049,70000127,2200,E,F,F,F,F,99,0,0.23,9,0,53.8,4.5,383.0046,N TROPICAL TRL,COURTENAY PKWY,70,Brevard,5,383.004598014557
20007,2024,5,750550,75080000,16100,C,F,F,F,A,225,16.79,17.438,9,0,52.9,1.4,1042.8368,LK UNDERHILL RD,TO ROBERTA AVE,75,Orange,5,1042.8367647532
20008,2024,5,791007,79070005,15500,C,F,F,F,A,1008,0,1.286,9.5,0,57.7,6.5,2069.3698,S SHELL RD,SR-44,79,Volusia,5,2069.36983189908
20009,2024,6,870091,87260531,4400,C,F,F,W,A,352,0,1.002,9,0,99.9,8,1610.4711,NW 47 AVE,NW 37 AVE,87,Miami-Dade,6,1610.47106149211
20010,2024,5,792050,79110030,6000,S,F,F,W,F,402,0,0.204,9,0,99.9,6.7,313.7035,SAXON BLVD,79110045 ON RAMP,79,Volusia,5,313.703502062116
20011,2024,5,708067,70000203,20500,C,F,F,F,F,923,0,3.283,9,0,53.8,4.5,5276.8525,WYOMING DR,MALABAR RD,70,Brevard,5,5276.85248742585
20012,2024,5,750023,75020000,10000,C,F,F,W,A,610,10.498,10.724,9,0,99.9,6.1,363.7455,75020001 SB ON,N/A,75,Orange,5,363.745459512438
20013,2024,5,755176,75080104,19600,F,F,F,F,1,1352,0,0.079,9,0,52.9,6.9,123.2401,SB ORANGE AVE,NB MAGNOLIA AVE,75,Orange,5,123.24011069431
20014,2024,3,553054,55002000,15700,F,F,F,F,A,1774,1.33,3.524,9,0,66.1,11.3,3533.9759,SR-61/CRAWFORDVILLE,CR-2203/SPRINGHILL R,55,Leon,3,3533.97586710621
20015,2024,2,723919,72193000,26000,C,F,F,F,F,468,3.821,5.581,9,0,54.9,1.8,2832.8941,N/A,Bridge No-720689,72,Duval,2,2832.89405720191
20016,2024,5,757032,75503000,41000,C,F,F,F,A,3157,1.144,2.553,9,0,52.9,7.7,2271.5168,BIBB LN,DEAN RD,75,Orange,5,2271.51684114593
20017,2024,6,878560,87000512,9700,F,F,F,F,F,388,0,1.729,9,0,52.7,4,2792.6577,SR-990/KILLIAN PKWY,SW 87 AVE,87,Miami-Dade,6,2792.65771286453
20018,2024,5,752102,75002004,9900,C,F,F,W,F,446,0,0.24,8,0,99.9,4.5,387.2488,CR 15 NARCOOSSEE RD,SR 528 E/B,75,Orange,5,387.248778562756
20019,2024,2,720507,72070000,30500,C,F,F,F,F,1037,3.539,5.506,9,0,54.9,3.4,3165.4142,ALPHONS ST,N/A,72,Duval,2,3165.4141877914
20020,2024,3,550366,55630000,3300,C,F,F,F,F,307,0,4.37,9,0,66.1,9.3,7052.2492,CR-259/TRAM RD,US-27 S/SR-20,55,Leon,3,7052.24921857298
